County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Philadelphia,Mn01,3,4,198,0,500,
Erie,North East Twp.,16,49,4,0,498,
Bucks,Tinicum Twp,1,16,143,0,496,
Westmoreland,Monessen,14,39,58,0,494,
Northampton,Wilson Boro,7,18,136,0,493,
Centre,State College Boro.,15,25,77,0,489,
Lehigh,Lower Milford,7,16,131,0,485,
Northampton,Washington Twsp,7,18,138,0,484,
Westmoreland,Ligonier Twp,14,41,59,0,479,
Chester,New London Twp,6,19,13,0,478,
Berks,Reading,6,11,129,0,478,
Westmoreland,Salem Twp,14,39,55,0,477,
Northampton,Hellertown Boro,7,18,136,0,477,
Luzerne,Swoyersville Boro,8,20,120,0,476,
Centre,Bellefonte Boro.,15,25,171,0,475,
Warren,Mn2800,15,21,65,0,475,
Lancaster,Mount Joy Boro,11,36,98,0,473,
Luzerne,Pittston Twp,8,22,118,0,472,
Northampton,Upper Mt Bethel Twsp,7,18,138,0,472,
Westmoreland,Jeannette,12,39,56,0,469,
Chester,Downingtown Boro,6,19,155,0,468,
Luzerne,Duryea Boro,8,22,118,0,466,
Adams,Mt Joy Twp,13,33,91,0,462,
Chester,East Caln Twp,6,19,167,0,458,
Chester,Birmingham Twp,6,9,160,0,457,
Columbia,Scott Twp,9,27,109,0,455,
Lancaster,Cocalico East Twp,11,48,99,0,452,
Dauphin,East Hanover Twp,10,15,106,0,451,
York,Hopewell Twp,11,28,93,0,449,
Montour,Mahoning Twp,9,27,108,0,449,
Delaware,Ridley Park Boro,5,26,162,0,448,
Allegheny,Coraopolis,17,37,45,0,446,
Chester,E Nottingham Twnship,6,19,13,0,444,
Chester,City Of Coatesville,6,19,74,0,443,
Delaware,Chadds Ford Twp,5,9,160,0,441,
Westmoreland,E Huntingdon Twp,14,39,58,0,441,
Allegheny,Pittsburgh,12,43,38,0,441,
Lancaster,Donegal East Twp,11,36,98,0,441,
Dauphin,Middletown,10,15,106,0,440,
Berks,Robeson Twp,6,13,128,0,438,
Berks,Bern Twp,4,48,5,0,436,
Cambria,Westmont Boro,13,35,72,0,434,
York,Hellam Twp,11,28,47,0,434,
Washington,Township Of Union,14,46,39,0,434,
Lebanon,Palmyra Boro,9,48,102,0,433,
Lancaster,Manor Twp,11,13,41,0,433,
Monroe,Stroudsburg,8,40,189,0,433,
Erie,Washington Twp,16,49,4,0,432,
Allegheny,Avalon,17,42,20,0,428,
Columbia,Berwick Boro,9,27,109,0,428,
Centre,Walker Twp.,15,25,171,0,427,
Adams,Reading Twp,13,33,193,0,425,
York,Jackson Twp,10,28,196,0,425,
Luzerne,Rice Twp,8,27,119,0,423,
Allegheny,Sewickley,17,37,44,0,423,
Fayette,Dunbar Twp,14,32,52,0,421,
Northampton,Moore Twsp,7,14,183,0,419,
Washington,Twp. Of North Franklin,14,46,48,0,418,
Columbia,Bloomsburg,9,27,109,0,412,
Beaver,Mn04,17,47,15,0,412,
Allegheny,Bridgeville,12,37,45,0,409,
Pike,Westfall Twp,8,20,139,0,409,
Luzerne,Forty Fort Boro,8,20,120,0,408,
Pike,Greene Twp,8,20,139,0,407,
Lancaster,Columbia Boro,11,36,41,0,407,
Erie,Greene Twp,16,49,2,0,406,
Bradford,Athens Twp,9,23,110,0,406,
Somerset,Somerset Twp,14,32,69,0,406,
Blair,Hollidaysburg Boro,13,30,80,0,406,
Fayette,Bullskin Twp,14,32,52,0,405,
Allegheny,Harmar,17,38,33,0,404,
Adams,Franklin Twp,13,33,91,0,402,
Lehigh,Catasauqua,7,14,133,0,399,
Bucks,Yardley Boro,1,10,31,0,398,
Chester,Pocopson Twp,6,9,158,0,393,
Huntingdon,Huntingdon Boro,13,30,81,0,392,
Bedford,Bedford Twp,13,32,78,0,389,
Philadelphia,Mn01,2,1,197,0,389,
Philadelphia,Mn01,5,1,184,0,388,
Adams,Mt Pleasant Twp,13,33,91,0,387,
Fayette,Washington Twp,14,32,52,0,386,
Delaware,Collingdale Boro,5,8,163,0,382,
Berks,Reading,6,11,126,0,380,
Luzerne,West Pittston Boro,8,22,118,0,379,
Erie,Mckean Twp,16,49,4,0,379,
Delaware,Chester Heights Boro,5,9,160,0,378,
York,Warrington Twp,10,31,92,0,377,
Lancaster,Clay Twp,11,48,37,0,377,
Greene,Franklin Twp,14,46,50,0,376,
Snyder,Monroe Twp,15,27,85,0,375,
York,Franklin Twp,10,31,92,0,374,
Clearfield,Lawrence Twp.,15,35,73,0,374,
Berks,Washington Twp,4,24,130,0,373,
Berks,Ruscombmanor Twp,4,11,130,0,371,
Delaware,Glenolden Boro,5,26,162,0,369,
Beaver,Monaca Boro,17,47,16,0,367,
Adams,Gettysburg,13,33,91,0,367,
Delaware,Darby Boro,5,8,191,0,367,
Berks,Longswamp Twp,4,24,130,0,365,
Monroe,Barrett,8,40,115,0,364,
Northampton,Hanover,7,14,137,0,363,
Dauphin,Middle Paxton Twp,10,15,125,0,361,
Dauphin,Lower Swatara Twp,10,15,106,0,359,
Franklin,Waynesboro Boro,13,33,90,0,358,
Cambria,Cambria Twp,13,35,72,0,358,
Luzerne,Sugarloaf Twp,9,27,117,0,358,
Dauphin,Hummelstown,10,15,106,0,354,
Chester,London Britain Tnshp,6,9,13,0,354,
Fayette,Georges Twp,14,32,51,0,353,
Luzerne,Edwardsville Boro,8,20,119,0,353,
York,New Freedom Boro,11,28,169,0,353,
Philadelphia,Mn01,3,8,10,0,351,
Luzerne,Lehman Twp,9,20,117,0,351,
Monroe,Ross,8,40,176,0,350,
Allegheny,Clairton,12,45,35,0,349,
Lawrence,Ellwood City,16,47,8,0,348,
Allegheny,Stowe,17,42,45,0,348,
Westmoreland,Sewickley Twp,12,39,58,0,348,
Westmoreland,Mt Pleasant Twp,14,39,59,0,347,
Berks,Colebrookdale Twp,4,24,130,0,345,
Lancaster,Earl West Twp,11,36,43,0,345,
York,Lower Windsor Twp,11,28,94,0,342,
Luzerne,Wyoming Boro,8,22,120,0,341,
Franklin,Southampton Twp,13,33,81,0,338,
Greene,Cumberland Twp,14,46,50,0,335,
Erie,Girard Twp,16,49,4,0,334,
Lawrence,Union Twp,16,50,9,0,331,
Somerset,Somerset Boro,14,32,69,0,330,
Centre,Potter Twp.,15,25,171,0,330,
Lehigh,Fountain Hill,7,14,133,0,328,
Beaver,Baden Boro,17,47,16,0,328,
Bucks,Sellersville Boro,1,16,143,0,327,
Cambria,Upper Yoder Twp,13,35,72,0,325,
Lancaster,Leacock Upper Twp,11,13,43,0,324,
Lebanon,South Annville Twp,9,48,98,0,323,
Westmoreland,Scottdale,14,32,58,0,323,
Chester,Malvern Boro,6,19,167,0,322,
Adams,Littlestown,13,33,91,0,321,
Luzerne,Larksville Boro,8,20,119,0,320,
Clinton,Lock Haven,15,25,76,0,319,
Lancaster,Brecknock Twp,11,48,99,0,317,
Westmoreland,Manor,12,39,56,0,317,
Allegheny,Reserve,17,42,21,0,317,
Allegheny,Swissvale,17,43,34,0,315,
Philadelphia,Mn01,2,1,181,0,314,
Berks,Shillington Boro,6,11,127,0,312,
Delaware,Aldan Boro,5,26,163,0,312,
Snyder,Penn Twp,15,27,85,0,311,
Berks,Spring Twp,6,11,99,0,311,
Washington,Township Of Fallowfield,14,46,48,0,309,
Beaver,North Sewickley Twp,17,47,14,0,308,
Lancaster,Providence Twp,11,13,100,0,308,
Philadelphia,Mn01,3,7,201,0,307,
Bucks,Newtown Boro,1,10,31,0,307,
Beaver,Ambridge,17,47,16,0,306,
Berks,Lower Heidelberg Twp,4,48,5,0,304,
Washington,Township Of Nottingham,14,46,48,0,301,
Chester,Thornbury Twp,6,9,160,0,301,
Lancaster,Pequea Twp,11,13,97,0,300,
Berks,Wernersville Boro,9,48,5,0,300,
Delaware,Darby Twp,5,8,163,0,299,
Beaver,Beaver Falls,17,47,14,0,298,
Philadelphia,Mn01,2,5,177,0,298,
Chester,Franklin Twp,6,9,13,0,297,
Allegheny,Aleppo,17,37,44,0,297,
Delaware,Norwood Boro,5,8,162,0,297,
Westmoreland,Mt Pleasant Twp,14,39,58,0,295,
Lebanon,Swatara Twp,9,48,102,0,295,
Bucks,Nockamixon Twp,1,16,145,0,294,
Chester,Londonderry Twp,6,19,13,0,294,
Somerset,Conemaugh Twp,14,32,69,0,294,
Lehigh,Allentown,7,16,132,0,293,
Carbon,Jim Thorpe Boro,7,29,122,0,293,
Lancaster,Earl Twp,11,36,43,0,290,
Centre,Halfmoon Twp.,15,35,77,0,290,
Berks,Douglass Twp,4,24,128,0,290,
Fayette,Redstone Twp,14,32,52,0,289,
Monroe,Price,8,40,115,0,288,
Schuylkill,Pine Grove Twp,9,29,107,0,288,
Berks,Union Twp,6,44,128,0,288,
Berks,Brecknock Twp,6,13,99,0,287,
Carbon,Towamensing Twp,7,29,122,0,287,
Lancaster,Millersville Boro,11,13,49,0,287,
Chester,Wallace Twp,6,44,155,0,287,
Washington,Township Of Carroll,14,46,48,0,286,
Mercer,Pine Twp,16,50,17,0,285,
Monroe,Ross,7,40,176,0,285,
Franklin,Quincy Twp,13,33,90,0,284,
Pike,Shohola Twp,8,20,139,0,283,
Bucks,Haycock Twp,1,16,145,0,282,
Philadelphia,Mn01,3,1,195,0,281,
Allegheny,N Braddock,12,45,34,0,281,
Allegheny,Turtle Creek,12,45,25,0,280,
Fayette,Luzerne Twp,14,32,52,0,280,
Allegheny,Duquesne,12,45,35,0,279,
Northampton,Lower Saucon Twsp,7,18,136,0,279,
Lehigh,Macungie,7,16,187,0,279,
Luzerne,West Wyoming Boro,8,20,120,0,278,
Union,Kelly Twsp,15,23,76,0,276,
Luzerne,Jackson Twp,8,20,120,0,275,
Lehigh,Lynn,7,16,187,0,275,
Erie,Girard Boro,16,49,4,0,273,
Union,Lewisburg Boro,15,23,76,0,272,
Union,Buffalo Twsp,15,23,76,0,272,
Berks,Cumru Twp,6,11,99,0,272,
Clearfield,Clearfield Boro,15,35,73,0,272,
Fayette,Menallen Twp,14,32,51,0,271,
Chester,Oxford Boro,6,19,13,0,271,
Berks,Centre Twp,9,48,5,0,271,
Berks,Rockland Twp,4,24,130,0,269,
Delaware,Sharon Hill Boro,5,8,162,0,269,
Cambria,Portage Twp,13,35,71,0,268,
Adams,Germany Twp,13,33,91,0,268,
York,Shrewsbury Boro,11,28,93,0,268,
Fayette,Connellsville City,14,32,52,0,268,
Delaware,Prospect Park Boro,5,26,162,0,266,
Berks,Oley Twp,4,11,130,0,266,
Berks,Lower Alsace Twp,6,11,126,0,265,
Bucks,Telford Boro,1,16,145,0,264,
Northampton,Lower Mt Bethel,7,18,138,0,264,
Jefferson,Punxsutawney Boro,15,41,66,0,264,
Luzerne,Dupont Boro,8,22,118,0,264,
Adams,Carroll Valley,13,33,91,0,263,
Luzerne,Bear Creek Twp,8,29,121,0,262,
Carbon,Mahoning Twp,7,29,122,0,262,
Mercer,Sharpsville,16,50,7,0,262,
Berks,Cumru Twp,6,11,127,0,261,
Lancaster,New Holland Boro,11,36,43,0,261,
Westmoreland,Mt Pleasant Boro,14,39,58,0,260,
Philadelphia,Mn01,2,2,197,0,260,
Bradford,Sayre Boro,9,23,110,0,260,
Allegheny,Ingram,17,42,27,0,259,
Luzerne,Dallas Boro,9,20,117,0,259,
Northampton,Wind Gap Boro,7,18,138,0,259,
Carbon,Lehighton Boro,7,29,122,0,259,
Beaver,Franklin Twp,17,47,14,0,258,
York,Chanceford Twp,11,28,94,0,258,
Allegheny,Mckees Rocks,17,42,45,0,257,
Erie,Corry,16,21,4,0,257,
Berks,Maxatawny Twp,4,11,124,0,257,
Chester,Sadsbury Twp,6,44,74,0,256,
Carbon,Palmerton Boro,7,29,122,0,255,
Bucks,New Britain Boro,1,10,29,0,255,
Tioga,Charleston Twp,15,23,68,0,255,
Luzerne,Wilkes-Barre Twp,8,22,121,0,255,
Cambria,Jackson Twp,13,35,72,0,255,
Luzerne,Plymouth Boro,8,20,119,0,254,
Luzerne,Luzerne Boro,8,20,120,0,254,
Luzerne,Avoca Boro,8,22,118,0,254,
Luzerne,Harveys Lake Boro,8,20,117,0,253,
Erie,Law. Park Twp.,16,49,1,0,252,
Westmoreland,Irwin,12,39,56,0,252,
Allegheny,Glassport,12,45,38,0,252,
Cambria,Ebensburg Boro,13,35,72,0,251,
Crawford,West Mead Twp 1,16,50,6,0,251,
Monroe,Paradise,8,40,115,0,250,
Adams,Union Twp,13,33,91,0,249,
Northampton,Bangor Boro,7,18,138,0,248,
Erie,Edinboro,16,49,4,0,246,
Adams,Menallen Twp,13,33,193,0,246,
Berks,Alsace Twp,4,11,130,0,245,
Lehigh,Heidelberg,7,16,187,0,245,
Blair,North Woodbury,13,30,80,0,244,
Delaware,Morton Boro,5,26,165,0,243,
Mercer,Grove City,16,50,17,0,243,
Mckean,Bradford Twp,15,25,67,0,243,
Delaware,Folcroft Boro,5,8,162,0,243,
Crawford,Meadville City 1-2,16,50,6,0,242,
Delaware,Clifton Heights Boro,5,26,163,0,242,
Dauphin,Londonderry Twp,10,15,106,0,242,
Crawford,Hayfield Twp,16,50,6,0,241,
Luzerne,Salem Twp,9,27,117,0,240,
Washington,Township Of Mt. Pleasant,14,46,46,0,239,
Venango,Sugarcreek Boro,16,21,64,0,238,
Cambria,Lower Yoder Twp,13,35,72,0,238,
Cambria,Adams Twnshp,13,35,71,0,237,
Lawrence,North Beaver Twp,16,50,9,0,236,
Lebanon,Annville Twp,9,48,102,0,236,
Berks,Sinking Spring Boro,6,11,129,0,233,
Allegheny,Aspinwall,17,38,33,0,233,
Bedford,Bedford Boro,13,32,78,0,233,
Adams,Butler Twp,13,33,193,0,231,
Schuylkill,South Manheim Twp,9,29,124,0,230,
Philadelphia,Mn01,3,7,200,0,228,
Luzerne,Newport Twp,8,20,119,0,228,
Lebanon,Bethel Twp,9,48,102,0,228,
Washington,City Of Monongahela,14,46,39,0,227,
Adams,Latimore Twp,13,33,193,0,227,
Monroe,Mount Pocono Boro,8,40,115,0,227,
Chester,Kennett Square Boro,6,9,158,0,227,
Washington,Boro Of Donora,14,46,48,0,227,
Crawford,Vernon Twp 2,16,50,6,0,226,
Northampton,North Catasauqua,7,14,183,0,226,
Allegheny,Springdal Br,17,38,33,0,224,
Dauphin,Steelton,10,15,104,0,224,
Berks,Hamburg Boro,9,48,124,0,224,
Warren,Conewango Twp,15,21,65,0,223,
Berks,West Reading Boro,6,11,129,0,222,
Mercer,Shenango,16,50,7,0,222,
Snyder,Selinsgrove Boro,15,27,85,0,222,
Allegheny,Millvale,17,42,21,0,222,
Westmoreland,Delmont,14,39,55,0,222,
Berks,Birdsboro Boro,6,44,128,0,221,
Washington,Township Of Amwell,14,46,48,0,218,
Fayette,Wharton Twp,14,32,51,0,218,
Luzerne,Exeter Twp,8,20,120,0,218,
Beaver,Harmony Twp,17,47,16,0,218,
Westmoreland,South Huntingdon Twp,14,39,58,0,217,
Washington,Township Of Smith,14,46,15,0,217,
Philadelphia,Mn01,3,7,198,0,216,
Crawford,Sadsbury Twp,16,50,6,0,216,
Beaver,South Beaver Twp,17,47,15,0,214,
Lancaster,Cocalico West Twp,11,48,99,0,214,
Lancaster,Martic Twp,11,13,100,0,214,
York,Monaghan Twp,10,31,92,0,213,
Franklin,Greencastle Boro,13,33,90,0,212,
Berks,Kutztown Boro,4,11,124,0,212,
Lancaster,East Petersburg Boro,11,36,96,0,212,
Montour,Danville Boro,9,27,108,0,212,
York,Manheim Twp,11,28,169,0,211,
Lancaster,Strasburg Twp,11,13,100,0,210,
Northampton,Bath Boro,7,14,183,0,210,
Berks,Caernarvon Twp,6,13,128,0,210,
Centre,Rush Twp.,15,35,77,0,209,
Dauphin,Upper Paxton Twp,10,34,125,0,209,
Westmoreland,Trafford,12,39,56,0,208,
Juniata,Fermanagh,13,30,86,0,208,
Lehigh,Lowhill,7,16,183,0,207,
Allegheny,Tarentum,17,38,33,0,206,
Bucks,Tullytown Boro,1,10,140,0,206,
Beaver,Daugherty Twp,17,47,14,0,206,
Mercer,Farrell,16,50,7,0,204,
York,Red Lion Boro,11,28,94,0,204,
Chester,E Nantmeal Twp,6,44,26,0,204,
Lebanon,Millcreek Twp,9,48,102,0,204,
Erie,North East Boro,16,49,4,0,203,
Lehigh,Coplay,7,14,133,0,203,
Lancaster,Elizabeth Twp,11,36,37,0,203,
Lehigh,Coopersburg,7,16,131,0,203,
Berks,Tilden Twp,9,48,124,0,203,
Mckean,Bradford City,15,25,67,0,202,
Northampton,Pen Argyl Boro,7,18,138,0,201,
Lancaster,Earl East Twp,11,13,99,0,201,
Bedford,West Providence Twp,13,32,78,0,201,
Carbon,Franklin Twp,7,29,122,0,200,
Beaver,New Brighton Boro,17,47,14,0,200,
Delaware,Darby Twp,5,8,162,0,200,
Adams,Hamilton Twp,13,33,193,0,200,
Berks,Greenwich Twp,4,48,124,0,200,
Northumberland,Coal Twp,9,27,107,0,199,
Berks,Richmond Twp,4,11,130,0,199,
Perry,Wheatfield Twp,13,34,86,0,199,
Armstrong,Manor Twp,15,41,60,0,199,
Warren,Pine Grove Twp,15,21,65,0,199,
Chester,S Coventry Twp,6,44,26,0,199,
Allegheny,Port Vue,12,45,35,0,198,
Perry,Penn Twp,13,34,86,0,198,
Erie,Springfield Twp,16,49,6,0,198,
York,Codorus Twp,11,28,169,0,198,
Lancaster,Manheim Boro,11,36,37,0,198,
Allegheny,Edgeworth,17,37,44,0,197,
Centre,Gregg Twp.,15,25,171,0,197,
Lebanon,West Cornwall Twp,9,48,101,0,196,
Westmoreland,Arnold,14,41,55,0,196,
Fayette,German Twp,14,32,51,0,195,
Clarion,Clarion Boro,15,21,63,0,195,
Fayette,Masontown Boro,14,32,51,0,195,
Dauphin,Conewago Twp,10,15,106,0,194,
York,Paradise Twp,11,28,196,0,194,
Mercer,West Salem,16,50,7,0,194,
Armstrong,Kiskiminetas Twp,15,41,60,0,193,
Lehigh,Slatington,7,16,183,0,193,
Lancaster,Conestoga Twp,11,13,97,0,193,
Allegheny,Forward,12,45,39,0,193,
Elk,Fox Twp,15,25,75,0,192,
Lawrence,Pulaski Twp,16,50,9,0,192,
Franklin,Montgomery Twp,13,33,90,0,192,
Allegheny,Etna,17,38,21,0,192,
Jefferson,Brookville Boro,15,25,66,0,191,
Franklin,St. Thomas Twp,13,33,81,0,191,
Allegheny,Cheswick,17,38,33,0,191,
Bedford,St. Clair Twp East,13,32,78,0,190,
Mercer,Greenville,16,50,7,0,189,
Berks,Lower Heidelberg Twp,9,48,5,0,189,
Tioga,Wellsboro Boro,15,23,68,0,189,
Erie,Waterford Twp.,16,49,4,0,189,
Berks,Mohnton Boro,6,11,99,0,188,
Chester,Spring City Boro,6,44,26,0,188,
Westmoreland,Vandergrift,14,41,60,0,188,
Monroe,Eldred,7,40,176,0,188,
Lancaster,Mountville Boro,11,36,41,0,187,
Berks,Windsor Twp,9,48,124,0,187,
Luzerne,Ross Twp,9,20,117,0,187,
Allegheny,Emsworth,17,42,30,0,187,
Lancaster,Akron Boro,11,36,43,0,186,
Warren,Pleasant Twp,15,21,65,0,186,
Mckean,Foster Twp,15,25,67,0,186,
Venango,Cornplanter Twp,15,21,64,0,185,
Allegheny,Crescent,17,37,44,0,184,
Westmoreland,S Greensburg,14,39,57,0,184,
Fayette,Perry Twp,14,32,52,0,184,
Greene,Jefferson Twp,14,46,50,0,183,
Somerset,Jenner Twp,14,32,69,0,183,
Clinton,Woodward Twp,15,25,76,0,182,
Luzerne,Dorrance Twp,9,27,117,0,182,
Beaver,Ohioville Boro,17,47,15,0,182,
Dauphin,Halifax Twp,10,34,125,0,181,
York,North Hopewell Twp,11,28,93,0,181,
Schuylkill,Minersville Boro,9,29,123,0,181,
Allegheny,Braddock Hl,17,43,34,0,181,
Susquehanna,Bridgewater Twp,9,20,111,0,180,
Chester,Warwick Twp,6,44,26,0,180,
Westmoreland,Youngwood,14,39,57,0,180,
Luzerne,Laflin Boro,8,22,118,0,180,
Schuylkill,Schuylkill Haven Boro,9,29,123,0,179,
Washington,Twp. Of South Franklin,14,46,48,0,179,
Crawford,Meadville City 2-3,16,50,6,0,179,
Clinton,Pine Creek Twp,15,25,76,0,179,
Berks,Boyertown Boro,4,24,130,0,179,
Mercer,Hempfield,16,50,7,0,178,
Washington,Boro Of Centerville,14,46,50,0,178,
Allegheny,Sharpsburg,17,38,33,0,178,
Perry,Carroll Twp,13,34,86,0,178,
Lehigh,Allentown,7,16,134,0,178,
Armstrong,East Franklin Twp,15,41,60,0,177,
Allegheny,Springdal Tp,17,38,33,0,177,
Union,White Deer Twsp,15,23,83,0,176,
Carbon,Nesquehoning Boro,7,29,122,0,176,
Dauphin,Lower Swatara Twp,10,15,104,0,174,
Beaver,Raccoon Twp,17,47,15,0,173,
Cambria,Stonycreek Twp,13,35,71,0,173,
Somerset,Windber Boro,14,32,71,0,173,
Washington,Boro Of California,14,46,50,0,172,
Beaver,Hanover Twp,17,46,15,0,172,
Elk,Ridgway Boro,15,25,75,0,171,
Luzerne,Foster Twp,8,29,117,0,171,
Westmoreland,Ligonier,14,41,59,0,171,
Chester,Lower Oxford Twnship,6,19,13,0,171,
Cambria,Geistown Boro,13,35,71,0,171,
Allegheny,Baldwin Tp,17,45,42,0,170,
Fayette,Saltlick Twp,14,32,52,0,169,
Tioga,Delmar Twp,15,23,68,0,169,
Bedford,Napier Twp,13,32,78,0,169,
Allegheny,Ben Avon,17,42,30,0,169,
Luzerne,Ashley Boro,8,20,119,0,168,
Montour,Valley Twp,9,27,108,0,168,
Lancaster,Salisbury Twp,11,13,100,0,168,
Dauphin,Millersburg,10,34,125,0,168,
Allegheny,Homestead,12,45,35,0,167,
Lawrence,Slippery Rock Twp,16,50,8,0,167,
Delaware,Chester Twp,5,9,161,0,166,
Lancaster,Drumore East Twp,11,13,100,0,166,
Crawford,Meadville City 2-2,16,50,6,0,166,
Bucks,Langhorne Boro,1,6,142,0,165,
Luzerne,Conyngham Boro,9,27,117,0,165,
Schuylkill,Frackville Boro,9,29,123,0,165,
Bucks,Dublin Boro,1,16,143,0,164,
Allegheny,Brackenridge,17,38,33,0,163,
Bedford,Snake Spring Twp,13,32,78,0,163,
Luzerne,Freeland Boro,8,29,117,0,163,
York,Peach Bottom Twp,11,28,94,0,162,
Berks,Jefferson Twp,9,48,5,0,162,
Berks,Ontelaunee Twp,4,48,5,0,162,
Carbon,Lower Towamensing Twp.,7,29,122,0,162,
Allegheny,Bell Acres,17,37,44,0,161,
Lancaster,Denver Boro,11,48,99,0,161,
Erie,Venango Twp,16,49,4,0,161,
Adams,Berwick Twp,13,33,193,0,161,
Crawford,Vernon Twp 3,16,50,6,0,161,
Crawford,West Mead Twp 2,16,50,6,0,161,
Chester,Parkesburg Boro,6,44,74,0,161,
Luzerne,Plymouth Twp,8,20,119,0,160,
Fayette,Springhill Twp,14,32,51,0,160,
Carbon,Lansford Boro,7,29,122,0,160,
Westmoreland,West Newton,14,39,58,0,160,
Union,Mifflinburg Boro,15,23,76,0,160,
Beaver,Rochester Twp,17,47,16,0,160,
Northumberland,Mount Carmel Boro,9,27,107,0,159,
Crawford,South Shenango Twp,16,50,6,0,159,
Allegheny,W Homestead,12,45,35,0,159,
Cambria,N.Cambria Boro,13,35,73,0,158,
Delaware,Rose Valley Boro,5,9,161,0,158,
Berks,Hereford Twp,4,24,130,0,157,
York,Dillsburg Boro,10,31,92,0,157,
Berks,Marion Twp,9,48,5,0,157,
York,Heidelberg Twp,11,28,196,0,156,
Washington,Township Of Somerset,14,46,48,0,156,
York,Washington Twp,10,31,92,0,156,
Berks,Womelsdorf Boro,9,48,5,0,156,
Clinton,Lamar Twp,15,25,76,0,155,
Venango,Sandycreek Twp,16,21,64,0,155,
Allegheny,Mt Oliver,12,43,36,0,154,
York,Dallastown Boro,11,28,93,0,154,
Mercer,S Pymatuning,16,50,7,0,153,
Franklin,Peters Twp,13,33,90,0,152,
Carbon,East Penn Twp,7,29,122,0,152,
Perry,Rye Twp,13,34,86,0,151,
Lebanon,East Hanover Twp,9,48,102,0,151,
Union,West Buffalo,15,23,76,0,151,
Westmoreland,Upper Burrell Twp,14,41,55,0,151,
Luzerne,Black Creek Twp,9,27,117,0,151,
Berks,Penn Twp,9,48,5,0,151,
Cambria,Southmont Boro,13,35,72,0,151,
Lebanon,Heidelberg Twp,9,48,102,0,150,
Lancaster,Strasburg Boro,11,13,100,0,150,
Carbon,Summit Hill Boro,7,29,122,0,149,
Pike,Milford Twp,8,20,139,0,149,
Lehigh,Alburtis,7,16,187,0,149,
Perry,Centre Twp,13,34,86,0,149,
Bucks,Penndel Boro,1,6,142,0,149,
Columbia,Briarcreek Twp,9,27,109,0,149,
York,Manchester Boro,10,31,47,0,149,
Allegheny,Verona,17,43,32,0,149,
Mercer,Coolspring,16,50,17,0,148,
Chester,Elverson Boro,6,44,26,0,148,
Allegheny,Fawn,17,38,33,0,148,
Clearfield,Pike Twp,15,35,75,0,148,
Washington,Boro Of Bentleyville,14,46,50,0,148,
Beaver,Midland Boro,17,47,15,0,147,
Clarion,Clarion Twp,15,21,63,0,147,
Cambria,East Taylor Twp,13,35,72,0,147,
Elk,Jay Twp,15,25,75,0,147,
Westmoreland,Cook Twp,14,39,59,0,147,
Erie,Wesleyville Boro,16,49,2,0,147,
Centre,Boggs Twp.,15,25,82,0,147,
Lancaster,Leacock Twp,11,13,43,0,147,
York,Jackson Twp,11,28,196,0,147,
Luzerne,West Hazleton Boro,8,29,116,0,146,
Lehigh,Salisbury,7,14,131,0,146,
Armstrong,Kittanning Boro,15,41,63,0,145,
Beaver,Conway,17,47,16,0,145,
Washington,Boro Of Charleroi,14,46,50,0,145,
Crawford,Titusville City 1,16,50,64,0,144,
Berks,Bethel Twp,9,48,5,0,144,
Blair,Freedom Twp,13,30,80,0,144,
Berks,Earl Twp,4,24,130,0,143,
Chester,W Nantmeal Twp,6,44,26,0,142,
Westmoreland,Derry Twp,14,41,55,0,141,
Allegheny,Bradfordwood,17,37,28,0,141,
Allegheny,Leet,17,37,44,0,141,
Allegheny,Liberty,12,45,35,0,141,
Chester,W Fallowfield Twnshp,6,19,13,0,141,
Luzerne,Union Twp,9,20,117,0,141,
Fayette,Franklin Twp,14,32,52,0,141,
Juniata,Fayette,13,30,85,0,141,
Northampton,Freemansburg,7,18,136,0,140,
Lancaster,Caernarvon Twp,11,13,99,0,140,
Adams,Mcsherrystown,13,33,91,0,140,
Beaver,Patterson Twp,17,47,14,0,139,
York,East Hopewell Twp,11,28,93,0,139,
Westmoreland,Bell Twp,14,41,55,0,138,
Susquehanna,Clifford Twp,9,20,111,0,137,
Perry,Marysville Boro,13,34,86,0,137,
Jefferson,Snyder Twp,15,25,66,0,137,
Cambria,Conemaugh Twp,13,35,72,0,137,
Luzerne,Franklin Twp,8,20,120,0,137,
Perry,Spring Twp,13,34,86,0,135,
Bucks,Durham Twp,1,16,145,0,135,
Northampton,Walnutport Boro,7,14,183,0,135,
Lawrence,Wilmington Twp,16,50,9,0,135,
Chester,W Sadsbury Twp,6,44,74,0,134,
Erie,Elk Creek Twp,16,49,6,0,133,
Luzerne,Hughestown Boro,8,22,118,0,133,
Adams,Hamiltonban Twp,13,33,91,0,133,
Erie,Lake City Boro,16,49,4,0,132,
Delaware,Tinicum Twp,5,8,185,0,132,
Schuylkill,Hegins Twp,9,29,107,0,132,
Cambria,Cresson Twp,13,35,71,0,131,
Schuylkill,West Mahanoy Twp,9,29,123,0,131,
Clearfield,Curwensville Boro,15,35,75,0,131,
Greene,Waynesburg Boro,14,46,50,0,130,
Beaver,Rochester Boro,17,47,16,0,130,
Cambria,Nanty Glo Boro,13,35,72,0,130,
Dauphin,Penbrook Boro,10,15,105,0,130,
Cambria,Allegheny Twp,13,35,71,0,129,
Lawrence,Perry Twp,16,47,8,0,129,
